RT,Response
0.3557439080905169,<psychopy.hardware.keyboard.KeyPress object at 0x120ffaa60>
0.25748395803384483,<psychopy.hardware.keyboard.KeyPress object at 0x120ffafd0>
0.2146624969318509,<psychopy.hardware.keyboard.KeyPress object at 0x1210054c0>
0.20636741002090275,<psychopy.hardware.keyboard.KeyPress object at 0x121009a30>
0.22481034393422306,<psychopy.hardware.keyboard.KeyPress object at 0x121009f10>
